0.000000 0.000000 1.69025783e+01
0.512821 0.000000 2.92414673e+00
1.025641 0.000000 4.37111208e-01
1.538462 0.000000 3.70446350e-01
2.051282 0.000000 1.27826253e+00
2.564103 0.000000 4.35319553e-01
3.076923 0.000000 9.32122670e-02
3.589744 0.000000 3.50273977e-01
4.102564 0.000000 6.79989642e-02
4.615385 0.000000 5.95538068e-01
5.128205 0.000000 5.71716570e-01
5.641026 0.000000 4.97248306e-01
6.153846 0.000000 2.59739423e-01
6.666667 0.000000 8.84298676e-01
7.179487 0.000000 3.62547365e-01
7.692308 0.000000 4.62904652e-01
8.205128 0.000000 4.22568439e+00
8.717949 0.000000 4.75225637e+00
9.230769 0.000000 7.21781881e+00
9.743590 0.000000 1.28038797e+01
10.256410 0.000000 1.67390522e+01
10.769231 0.000000 2.89845748e+01
11.282051 0.000000 5.88062651e+01
11.794872 0.000000 7.64554132e+01
12.307692 0.000000 8.26010783e+01
12.820513 0.000000 8.10145903e+01
13.333333 0.000000 4.77938282e+01
13.846154 0.000000 4.39009558e+01
14.358974 0.000000 8.22641572e+01
14.871795 0.000000 6.27129118e+01
15.384615 0.000000 4.77799566e+01
15.897436 0.000000 6.85459492e+01
16.410256 0.000000 6.37431733e+01
16.923077 0.000000 5.03695516e+01
17.435897 0.000000 7.34537817e+01
17.948718 0.000000 4.91914445e+01
18.461538 0.000000 6.89236190e+01
18.974359 0.000000 5.46285691e+01
19.487179 0.000000 6.36563307e+01
20.000000 0.000000 5.81575676e+01
0.000000 0.512821 2.92414673e+00
0.512821 0.512821 8.35490920e-01
1.025641 0.512821 1.94399971e+00
1.538462 0.512821 1.30216565e+00
2.051282 0.512821 1.42280257e-01
2.564103 0.512821 1.67953447e-01
3.076923 0.512821 8.62024121e-01
3.589744 0.512821 1.03182242e+00
4.102564 0.512821 9.16300300e-01
4.615385 0.512821 1.24642674e-01
5.128205 0.512821 2.02163547e-01
5.641026 0.512821 3.06911371e-01
6.153846 0.512821 9.57329043e-01
6.666667 0.512821 6.58517283e-01
7.179487 0.512821 1.76209641e+00
7.692308 0.512821 3.48542633e+00
8.205128 0.512821 1.76044197e+00
8.717949 0.512821 3.11118526e+00
9.230769 0.512821 6.71341529e+00
9.743590 0.512821 9.99612267e+00
10.256410 0.512821 2.24846204e+01
10.769231 0.512821 3.69260648e+01
11.282051 0.512821 4.67656386e+01
11.794872 0.512821 7.29777463e+01
12.307692 0.512821 8.87273653e+01
12.820513 0.512821 6.68795533e+01
13.333333 0.512821 5.18330068e+01
13.846154 0.512821 5.19015047e+01
14.358974 0.512821 6.52826531e+01
14.871795 0.512821 6.98426986e+01
15.384615 0.512821 4.71019289e+01
15.897436 0.512821 6.84319641e+01
16.410256 0.512821 6.26341024e+01
16.923077 0.512821 5.27059272e+01
17.435897 0.512821 7.12203494e+01
17.948718 0.512821 5.00448508e+01
18.461538 0.512821 6.92878790e+01
18.974359 0.512821 5.31636908e+01
19.487179 0.512821 6.54416609e+01
20.000000 0.512821 5.64048071e+01
0.000000 1.025641 4.37111208e-01
0.512821 1.025641 1.94399971e+00
1.025641 1.025641 2.87046911e+00
1.538462 1.025641 7.74737646e-02
2.051282 1.025641 1.94222701e+00
2.564103 1.025641 1.55503119e+00
3.076923 1.025641 1.44277376e+00
3.589744 1.025641 1.42663685e+00
4.102564 1.025641 1.50141744e+00
4.615385 1.025641 1.36409914e+00
5.128205 1.025641 7.12603070e-01
5.641026 1.025641 1.33888117e+00
6.153846 1.025641 1.58525804e+00
6.666667 1.025641 2.51066430e+00
7.179487 1.025641 1.83863729e+00
7.692308 1.025641 1.61247295e+00
8.205128 1.025641 4.18030220e+00
8.717949 1.025641 4.03081902e+00
9.230769 1.025641 5.68735691e+00
9.743590 1.025641 1.13374001e+01
10.256410 1.025641 1.70096348e+01
10.769231 1.025641 3.10064664e+01
11.282051 1.025641 5.48585211e+01
11.794872 1.025641 6.76240118e+01
12.307692 1.025641 7.68449334e+01
12.820513 1.025641 7.79741437e+01
13.333333 1.025641 5.44506490e+01
13.846154 1.025641 4.75294113e+01
14.358974 1.025641 6.62407559e+01
14.871795 1.025641 6.83511254e+01
15.384615 1.025641 5.15329461e+01
15.897436 1.025641 6.22886552e+01
16.410256 1.025641 6.44232956e+01
16.923077 1.025641 5.39663095e+01
17.435897 1.025641 6.57254163e+01
17.948718 1.025641 5.61359817e+01
18.461538 1.025641 6.24129470e+01
18.974359 1.025641 5.86919404e+01
19.487179 1.025641 6.08104146e+01
20.000000 1.025641 5.93689041e+01
0.000000 1.538462 3.70446350e-01
0.512821 1.538462 1.30216565e+00
1.025641 1.538462 7.74737646e-02
1.538462 1.538462 1.93393947e+00
2.051282 1.538462 1.03347781e+00
2.564103 1.538462 1.24194952e+00
3.076923 1.538462 7.33776577e-01
3.589744 1.538462 1.58352529e+00
4.102564 1.538462 1.12835635e+00
4.615385 1.538462 1.85049147e+00
5.128205 1.538462 3.01828971e+00
5.641026 1.538462 1.60467776e+00
6.153846 1.538462 1.25752494e+00
6.666667 1.538462 8.69179104e-01
7.179487 1.538462 2.28558728e+00
7.692308 1.538462 2.98459534e+00
8.205128 1.538462 3.28481778e+00
8.717949 1.538462 6.93371137e+00
9.230769 1.538462 9.45096253e+00
9.743590 1.538462 1.04384875e+01
10.256410 1.538462 1.88172669e+01
10.769231 1.538462 2.79449587e+01
11.282051 1.538462 4.59147168e+01
11.794872 1.538462 7.06158706e+01
12.307692 1.538462 8.33515379e+01
12.820513 1.538462 7.36168351e+01
13.333333 1.538462 5.56254952e+01
13.846154 1.538462 4.72909186e+01
14.358974 1.538462 6.67575881e+01
